REPORTER,PARTNER,PRODUCT,FLOW,STAT_PROCEDURE,PERIOD,VALUE_IN_EUR
"Luxembourg","Armenia","Total","EXPORT","Total","Mar. 2023",153601
"Cyprus","Armenia","Total","EXPORT","Total","Mar. 2023",181375
"Croatia","Armenia","Total","EXPORT","Total","Mar. 2023",284449
"Romania","Armenia","Total","EXPORT","Total","Mar. 2023",681999
"Portugal","Armenia","Total","EXPORT","Total","Mar. 2023",691855
"Denmark","Armenia","Total","EXPORT","Total","Mar. 2023",995112
"Ireland (Eire)","Armenia","Total","EXPORT","Total","Mar. 2023",1178853
"Greece","Armenia","Total","EXPORT","Total","Mar. 2023",1444449
"Slovenia","Armenia","Total","EXPORT","Total","Mar. 2023",1679324
"Estonia","Armenia","Total","EXPORT","Total","Mar. 2023",1744819
"Sweden","Armenia","Total","EXPORT","Total","Mar. 2023",1910514
"Latvia","Armenia","Total","EXPORT","Total","Mar. 2023",3197107
"Slovakia","Armenia","Total","EXPORT","Total","Mar. 2023",3782990
"Hungary","Armenia","Total","EXPORT","Total","Mar. 2023",4052993
"Austria","Armenia","Total","EXPORT","Total","Mar. 2023",4679450
"Finland","Armenia","Total","EXPORT","Total","Mar. 2023",4695133
"Spain (incl. Canary Islands 'XB' from 1997)","Armenia","Total","EXPORT","Total","Mar. 2023",5558159
"Bulgaria","Armenia","Total","EXPORT","Total","Mar. 2023",6781140
"Belgium (incl. Luxembourg 'LU' -> 1998)","Armenia","Total","EXPORT","Total","Mar. 2023",9619575
"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Armenia","Total","EXPORT","Total","Mar. 2023",10674697
"Netherlands","Armenia","Total","EXPORT","Total","Mar. 2023",11180189
"Czechia","Armenia","Total","EXPORT","Total","Mar. 2023",14270540
"Lithuania","Armenia","Total","EXPORT","Total","Mar. 2023",18234016
"Poland","Armenia","Total","EXPORT","Total","Mar. 2023",21563552
"Italy (incl. San Marino 'SM' -> 1993)","Armenia","Total","EXPORT","Total","Mar. 2023",29920956
"Germany (incl. German Democratic Republic 'DD' from 1991)","Armenia","Total","EXPORT","Total","Mar. 2023",50706540
"Euro area (AT-01/1999, BE-01/1999, CY-01/2008, DE-01/1999, EE-01/2011, ES-01/1999, FI-01/1999, FR-01/1999, GR-01/2001, HR-01/2023, IE-01/1999, IT-01/1999, LT-01/2015, LU-01/1999, LV-01/2014, MT-01/2008, NL-01/1999, PT-01/1999, SI-01/2007, SK-01/2009)","Armenia","Total","EXPORT","Total","Mar. 2023",159607537
"Euro area - 20 countries (AT, BE, CY, DE, EE, ES, FI, FR, GR, HR, IE, IT, LT, LU, LV, MT, NL, PT, SI, SK)","Armenia","Total","EXPORT","Total","Mar. 2023",159607537
"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)","Armenia","Total","EXPORT","Total","Mar. 2023",209863387
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Armenia","Total","EXPORT","Total","Mar. 2023",209863387
